:ID;pageCount:string;title:string;volumeNo:int;publishedYear:int
19593;61-83;Fuzzy multicriteria decision making-an overview.;9;2000
19594;6189-6195;Improved histogram shifting-based data hiding method with alternative skipping method for image retrieval.;35;2018
19595;2203-2213;On soft semihypergroups.;26;2014
19596;5159-5167;Efficiency optimization of PI and fuzzy controller based induction motor drive.;35;2018
19597;3035-3041;Chain routing algorithm of wireless sensor network based on adaptive back-off adjusted medium access control.;35;2018
19598;1631-1642;Conceptual alignment deep neural networks.;34;2018
19599;5279-5286;Reckoning number of eye blinks using eye facet correlation for exigency detection.;35;2018
19600;55-73;Handling of inconsistent rules with an extended model of fuzzy reasoning.;7;1999
19601;5541-5556;Enhanced subspace clustering through combining Minkowski distance and Cosine dissimilarity.;35;2018
19602;1095-1102;Homotopy analysis method for systems of integro-differential equations.;26;2014
19603;4795-4805;Existence of common coincidence point of intuitionistic fuzzy maps.;35;2018
19604;963-974;An improved approach for solving fuzzy transportation problem with triangular fuzzy numbers.;29;2015
19605;1881-1893;Interval-valued dual hesitant fuzzy uncertain linguistic aggregation operators in multiple attribute decision making.;33;2017
19606;2685-2696;Topologies for combining the internet of things and serious games.;31;2016
19607;1905-1922;A novel decision-making approach based on hypergraphs in intuitionistic fuzzy environment.;35;2018
19608;2725-2731;Lacunary statistical convergence defined by an Orlicz function in sequences of fuzzy numbers.;32;2017
19609;405-415;Auto-focus control of a CMOS image sensing module.;18;2007
19610;5853-5865;A reliable and scalable groupCast block acknowledgement scheme for video multicast over IEEE 802.11aa.;35;2018
19611;2305-2316;Optimizing robot path in dynamic environments using Genetic Algorithm and Bezier Curve.;33;2017
19612;457-465;An extended DEA with more general fuzzy data based upon the centroid formula.;33;2017
19613;2319-2326;On definition and construction of association measures.;29;2015
19614;2103-2113;Generalized selection theorems for fuzzy mappings and their applications.;27;2014
19615;3835-3852;Combining comparative linguistic expressions and numerical information in multi-attribute group decision making - A simulation-based approach.;33;2017
19616;3273-3284;Parallel phishing attack recognition using software agents.;32;2017
19617;3619-3632;Fuzzy soft graphs with applications.;30;2016
19618;6141-6152;A twin-hyperellipsoidal support vector classifier.;35;2018
19619;3433-3440;Fuzzy topological F-polygroups.;33;2017
19620;2775-2784;Reliability analysis of a random fuzzy repairable parallel system with two non-identical components.;27;2014
19621;5707-5720;Best concept selection in design process: An application of generalized intuitionistic fuzzy soft sets.;35;2018
19622;265-271;Generalized arithmetic operations in interval-valued fuzzy set theory.;16;2005
19623;3441-3450;Min-Max Ensemble Feature Selection.;33;2017
19624;2055-2065;Diagnosis of multiple open switch faults in three phase voltage source inverter.;30;2016
19625;2537-2546;Attitude synchronous tracking control of double shaking tables based on hybrid fuzzy logic cross-coupled controller and adaptive inverse controller.;29;2015
19626;635-641;A study of a two phases medium in pipe vessel using gaussian filter method and k-NN classifier.;25;2013
19627;189-195;Green supplier selection model with hesitant fuzzy information.;32;2017
19628;823-829;A cloud based improved method for multi-objective flexible job-shop scheduling problem.;35;2018
19629;2099-2106;Soft sets over a common topological universe.;26;2014
19630;2331-2341;A new approach for determining fuzzy chromatic number of fuzzy graph.;28;2015
19631;625-640;Choreographing agent encounters in the Semantic Web using rules.;27;2014
19632;3-8;Rule based fuzzy classification using squashing functions.;19;2008
19633;4387-4395;Stability analysis and controller design for a novel nonlinear system: Fuzzy parameter varying system.;34;2018
19634;201-212;A matching value for cooperative games.;31;2016
19635;33-52;Monitoring and suppression of vibration in precision machines.;11;2001
19636;2383-2390;Lacunary statistical boundedness of order β for sequences of fuzzy numbers.;35;2018
19637;129-141;New operational laws and aggregation method of intuitionistic fuzzy information.;30;2016
19638;307-313;Practical stability of fuzzy differential equations with the second type of Hukuhara derivative.;29;2015
19639;13-25;Adaptive tuning of fuzzy membership functions for non-linear optimization using gradient descent method.;7;1999
19640;2257-2264;Some new fixed point theorems in fuzzy metric spaces.;27;2014
19641;17-27;Quick online spam classification method based on active and incremental learning.;30;2016
19642;839-848;Modeling and simulation of the optimal sink moving path based on mixed integer linear programming.;34;2018
19643;287-298;Some results of convex fuzzy sublattices.;27;2014
19644;1923-1931;An improved BK sub-triangle product approach for scene classification.;29;2015
19645;175-183;Supplier selection in supply chain management by using fuzzy multiple-attribute decision-making method.;24;2013
19646;1595-1606;An intelligent approach based on GSO for optimal management of renewable-based MGs.;29;2015
19647;717-725;Hybrid multi-granulation rough sets of variable precision based on tolerance.;31;2016
19648;147-160;Method for determining natural design principles of biological control circuits.;6;1998
19649;177-186;Fuzzy regression analysis: An application on tensile strength of materials and hardness scales.;23;2012
19650;3281-3290;The stability of multifactor uncertain differential equation.;30;2016
19651;3169-3180;Improving the performance of machine learning algorithms using fuzzy-based features for medical x-ray image classification.;27;2014
19652;1635-1641;Soft finite state machine.;29;2015
19653;499-507;Fixed point theorems for L-fuzzy mappings in quasi-pseudo metric spaces.;32;2017
19654;1787-1798;Two Atanassov intuitionistic fuzzy weighted aggregation operators based on a novel weighted method and their application.;26;2014
19655;3059-3067;Complexity analysis of taxi duopoly game with heterogeneous business operation modes and differentiated products.;33;2017
19656;2073-2081;Distance and similarity measures between uncertain variables.;28;2015
19657;1-7;Interval-valued statistics, fuzzy logic, and their use in computational semantics.;11;2001
19658;1915-1922;Approaches to multiple attribute group decision making problems with interval grey uncertain linguistic variables.;27;2014
19659;117-122;A new dynamic programming approach for finding the shortest path length and the corresponding shortest path in a discrete fuzzy network.;18;2007
19660;141-149;Fuzzy congruence of hypergroups.;19;2008
19661;2331-2338;Roughness in m-semilattices.;30;2016
19662;3103-3111;Testing Extreme Learning Machine in Motor Imagery Brain Computer Interface.;33;2017
19663;2737-2748;An MCDA-DEA approach for mixed-model assembly line balancing problem under uncertainty.;30;2016
19664;91-100;Classification of driver fatigue expressions by combined curvelet features and gabor features, and random subspace ensembles of support vector machines.;26;2014
19665;4083-4095;A bilinear fast fuzzy enhancement algorithm for image boundary detection.;35;2018
19666;253-265;Imputation of incomplete data using adaptive ellipsoids with linear regression.;29;2015
19667;207-223;A fuzzy rule-based algorithm to improve the performance of statistical process control in quality systems.;9;2000
19668;1791-1802;Generalized rough multiset via multiset ideals.;30;2016
19669;3881-3890;High structural coverage ABAC policy combination testing method based on a decision inheritance tree and data flow.;34;2018
19670;1063-1075;Relationships between three-way concepts and classical concepts.;35;2018
19671;1547-1555;Construction and applications of a modified Fuzzy Relational Model.;26;2014
19672;305-313;Video smoke detection using shape, color and dynamic features.;33;2017
19673;243-253;Supply chain network modeling in a golf club industry via fuzzy linear programming approach.;21;2010
19674;2023-2028;Car license plate recognition based on EKE-poisson transform.;27;2014
19675;173-188;Optimized segmentation and multiscale emphasized feature extraction for traffic sign detection and recognition.;36;2019
19676;1687-1697;Solution of a class of generalized assignment problem.;33;2017
19677;133-134;The 8th Ibero-American Conference on Artificial Intelligence (IBERAMIA'02).;12;2002
19678;155-165;An Intelligent Architecture for ATM Traffic Congestion Control.;5;1997
19679;171-185;Multidimensional context-aware recommendation algorithm towards intelligent distribution of cold chain logistics.;35;2018
19680;173-179;A VLSI convolutional neural network for image recognition using merged/mixed analog-digital architecture.;15;2004
19681;1913-1921;New type of generalized difference sequence of fuzyy numbers involving lacunary sequences.;29;2015
19682;1707-1720;Improved software cost estimation models: A new perspective based on evolution in Dynamic Environment.;35;2018
19683;1203-1215;Bisimilarity for paraconsistent description logics.;32;2017
19684;1509-1521;Would wider adoption of reproducible research be beneficial for empirical software engineering research?;32;2017
19685;949-956;Clustering analysis in the evaluation of securities investment funds.;31;2016
19686;2391-2402;A new study on soft rough fuzzy lattices (ideals, filters) over lattices.;33;2017
19687;5827-5836;Performance comparison between progressive mobility prediction using hidden Markov model and multipath transmission control protocol.;35;2018
19688;165-180;Implementing Adaptive Fuzzy Logic Controllers with Neural Networks: A Design Paradigm.;3;1995
19689;87-102;Fuzzy CMAC Neural Networks.;3;1995
19690;3805-3818;Characterization of prefilters of EQ-algebra by falling shadow.;33;2017
19691;2713-2720;An improved hash-based RFID two-way security authentication protocol and application in remote education.;31;2016
19692;209-218;On some properties of grounding uniform sets of modal conjunctions.;17;2006
19693;1331-1343;Rule base simplification in fuzzy systems by aggregation of inconsistent rules.;28;2015
19694;105-117;Sequential optimization and possibility assessment, a new efficient method for reliable optimal design.;27;2014
19695;881-892;Development of a rule selection mechanism by using neuro-fuzzy methodology for structural vibration suppression.;25;2013
19696;807-818;WCMAC-based control system design for nonlinear systems using PSO.;33;2017
19697;4273-4284;Geometric properties of M-fuzzifying convex structures.;32;2017
19698;503-518;Consensus models based on distance for interval fuzzy and multiplicative preference relations.;31;2016
19699;2515-2525;Applications of a new soft set to h-hemiregular hemirings via (M, N)-SI-h-ideals.;26;2014
19700;1407-1418;Generalized pythagorean fuzzy point operators and their application in multi-attributes decision making.;35;2018
19701;171-184;Building maps for mobile robot navigation using fuzzy classification of ultrasonic range data.;11;2001
19702;2189-2201;Atom stabilization algorithm and its real life applications.;30;2016
19703;4285-4297;Robust sliding mode fuzzy control for perturbed nonlinear stochastic systems subject to input and state requirements.;32;2017
19704;2497-2508;Lung sound decomposition using recurrent fuzzy wavelet network.;33;2017
19705;2147-2157;An approach to optimal allocation of SVC in power systems connected to DFIG wind farms based on maximization of voltage stability and system loadability.;29;2015
